股票代号,股票名,最高,今开,涨停,成交量,最低,昨收,跌停,成交额,量比,换手,市盈率(动),市盈率(TTM),委比,振幅,市盈率(静),市净率,每股收益,股息(TTM),总股本,总市值,每股净资产,股息率(TTM),流通股,流通值,52周最高,52周最低,货币单位
SH603380,易德龙,16.54,16.01,17.62,25347手,15.71,16.02,14.42,4093.84万,1.66,5.29%,39.14,20.18,42.93%,5.18%,20.43,2.98,0.80,0.25,1.60亿,25.98亿,5.45,1.54%,4789.48万,7.78亿,19.55,13.39,CNY
SZ002898,赛隆药业,13.04,12.90,14.28,6371手,12.63,12.98,11.68,822.34万,0.58,1.06%,亏损,124.01,35.87%,3.16%,75.68,3.19,0.10,0.03,1.60亿,20.80亿,4.07,0.23%,5983.80万,7.78亿,15.99,11.99,CNY
SH603110,东方材料,14.69,14.47,16.03,7676手,14.22,14.57,13.11,1106.69万,0.67,1.41%,50.99,40.61,53.02%,3.23%,39.21,3.11,0.35,0.28,1.44亿,20.60亿,4.61,1.95%,5430.05万,7.78亿,20.54,12.74,CNY
SZ300809,华辰装备,20.74,20.73,22.80,13975手,19.86,20.73,18.66,2822.90万,0.65,3.56%,亏损,31.76,2.08%,4.25%,21.79,2.27,0.63,0.18,1.57亿,31.16亿,8.77,0.92%,3923.00万,7.79亿,34.39,18.11,CNY
SZ002830,名雕股份,12.05,12.00,13.53,19798手,11.65,12.30,11.07,2339.47万,1.31,2.97%,亏损,97.93,16.34%,3.25%,64.33,2.54,0.12,0.13,1.33亿,15.59亿,4.61,1.11%,6666.50万,7.79亿,20.29,10.81,CNY
SZ300718,长盛轴承,16.37,16.14,17.85,25067手,15.75,16.23,14.61,4006.30万,1.14,5.06%,29.29,24.92,-17.68%,3.82%,24.43,2.57,0.63,0.22,1.98亿,31.24亿,6.13,1.39%,4950.00万,7.81亿,28.98,14.55,CNY
SZ300089,文化长城,2.89,2.83,3.16,71011手,2.77,2.87,2.58,1996.47万,0.87,2.56%,亏损,138.71,-29.36%,4.18%,133.14,2.38,0.02,0.00,4.81亿,13.61亿,1.19,0.00%,2.78亿,7.86亿,6.54,2.55,CNY
SH603917,合力科技,10.14,10.03,10.99,31191手,9.72,9.99,8.99,3071.47万,1.68,3.89%,21.53,19.64,19.50%,4.20%,20.35,1.56,0.50,0.11,1.57亿,15.44亿,6.31,1.12%,8025.79万,7.91亿,13.05,8.40,CNY
SZ300710,万隆光电,23.90,23.69,26.21,7081手,22.94,23.83,21.45,1662.95万,1.09,2.11%,亏损,889.56,-71.65%,4.03%,132.62,2.79,0.03,0.04,6861.40万,16.23亿,8.48,0.17%,3352.40万,7.93亿,32.07,21.18,CNY
SH603790,雅运股份,13.39,12.84,14.14,54747手,12.72,12.85,11.57,7156.37万,1.16,8.89%,32.88,26.52,-9.73%,5.21%,21.08,2.17,0.49,0.20,1.91亿,24.72亿,5.96,1.55%,6158.20万,7.96亿,20.37,11.38,CNY
SZ002903,宇环数控,12.40,12.16,13.40,22475手,12.02,12.18,10.96,2742.50万,0.72,3.41%,亏损,243.65,-4.12%,3.12%,457.19,3.01,0.05,0.00,1.50亿,18.09亿,4.01,0.00%,6600.00万,7.96亿,21.43,11.00,CNY
SZ300828,锐新科技,31.98,30.80,34.55,81087手,28.31,31.41,28.27,2.43亿,0.90,29.41%,74.72,52.93,16.86%,11.68%,51.20,4.54,0.55,0.25,1.10亿,32.04亿,6.40,0.86%,2757.00万,8.01亿,35.20,14.71,CNY
SZ300826,测绘股份,42.30,42.06,45.56,36766手,39.28,41.42,37.28,1.48亿,0.91,18.38%,70.50,38.16,-27.20%,7.29%,37.25,3.40,1.05,--,8000.00万,32.17亿,11.83,--,2000.00万,8.04亿,55.88,27.46,CNY
SZ002882,金龙羽,9.63,9.63,10.59,21019手,9.35,9.63,8.67,1986.04万,1.11,2.44%,177.62,21.79,34.60%,2.91%,14.48,2.18,0.43,0.30,4.33亿,40.61亿,4.30,3.20%,8625.00万,8.09亿,14.50,8.39,CNY
SH603685,晨丰科技,14.19,13.90,15.24,30628手,13.71,13.85,12.47,4280.00万,0.87,5.33%,33.04,22.53,-5.51%,3.47%,21.29,2.23,0.63,0.30,1.69亿,23.85亿,6.33,2.13%,5746.00万,8.11亿,14.46,10.70,CNY
SH600385,ST金泰,5.91,5.91,6.24,10207手,5.64,5.94,5.64,587.62万,1.33,0.71%,亏损,亏损,23.33%,4.55%,270.08,40.71,-0.01,0.00,1.48亿,8.44亿,0.14,0.00%,1.43亿,8.14亿,8.43,5.64,CNY
SZ000760,*ST斯太,1.25,1.20,1.25,15.59万手,1.19,1.19,1.13,1920.98万,0.71,2.38%,亏损,67.14,100.00%,5.04%,79.25,1.89,0.02,0.00,7.72亿,9.65亿,0.66,0.00%,6.54亿,8.18亿,1.97,1.15,CNY
SZ300746,汉嘉设计,12.46,12.46,13.49,15272手,12.11,12.26,11.03,1868.47万,0.56,2.26%,36.10,28.11,42.35%,2.85%,29.65,2.25,0.43,0.15,2.26亿,27.34亿,5.38,1.24%,6771.25万,8.20亿,18.62,10.32,CNY
SH603329,上海雅仕,12.71,11.63,12.71,70826手,11.53,11.55,10.40,8655.05万,2.17,10.95%,44.87,亏损,100.00%,10.22%,亏损,2.76,-0.73,0.00,1.32亿,16.78亿,4.61,0.00%,6468.00万,8.22亿,22.64,9.83,CNY
SZ300827,上能电气,46.91,46.91,52.21,33238手,44.70,47.46,42.71,1.51亿,0.82,18.13%,43.81,38.22,-10.51%,4.66%,39.36,4.30,1.18,--,7333.36万,33.00亿,10.46,--,1833.36万,8.25亿,56.29,25.97,CNY
SH603013,亚普股份,14.20,13.99,15.73,24176手,13.73,14.30,12.87,3364.89万,0.86,4.03%,22.41,17.73,-9.54%,3.29%,18.48,2.20,0.78,0.50,5.14亿,70.96亿,6.27,3.62%,6000.00万,8.28亿,19.10,11.67,CNY
SZ300743,天地数码,15.19,15.16,16.64,6558手,14.85,15.13,13.62,986.09万,0.77,1.19%,亏损,86.43,-49.34%,2.25%,55.95,3.79,0.17,0.20,9815.70万,14.82亿,3.98,1.32%,5490.66万,8.29亿,27.47,14.25,CNY
SZ002889,东方嘉盛,22.98,22.86,25.15,9571手,22.31,22.86,20.57,2159.27万,0.35,2.57%,22.47,23.39,-55.41%,2.93%,20.43,1.91,0.96,0.22,1.38亿,30.85亿,11.68,0.98%,3720.26万,8.31亿,30.88,20.09,CNY
SZ000806,ST银河,1.19,1.19,1.19,13184手,1.19,1.13,1.07,156.89万,0.14,0.19%,亏损,亏损,100.00%,0.00%,亏损,5.95,-1.04,0.00,11.00亿,13.09亿,0.20,0.00%,6.98亿,8.31亿,2.89,1.08,CNY
SZ300354,东华测试,10.95,10.92,12.01,11348手,10.69,10.92,9.83,1225.38万,0.83,1.48%,亏损,47.02,-44.55%,2.38%,49.19,3.91,0.23,0.05,1.38亿,14.97亿,2.77,0.46%,7693.22万,8.32亿,16.06,9.75,CNY
SH603976,正川股份,23.36,23.12,26.62,12.27万手,21.78,24.20,21.78,2.73亿,0.69,32.03%,43.36,58.08,-100.00%,6.53%,53.94,3.12,0.37,0.32,1.51亿,32.93亿,6.98,1.49%,3829.99万,8.34亿,33.92,13.55,CNY
SH603321,梅轮电梯,7.54,7.48,8.24,72306手,7.10,7.49,6.74,5300.61万,1.42,6.23%,亏损,67.33,63.63%,5.87%,55.75,2.09,0.11,0.05,3.07亿,22.07亿,3.44,0.69%,1.16亿,8.35亿,11.20,6.58,CNY
SZ002656,ST摩登,1.76,1.74,1.84,46289手,1.67,1.75,1.66,787.81万,1.24,0.94%,亏损,亏损,37.05%,5.14%,亏损,1.52,-2.01,0.00,7.13亿,12.04亿,1.11,0.24%,4.95亿,8.36亿,6.28,1.66,CNY
SH603506,南都物业,26.22,26.22,28.07,24620手,24.60,25.52,22.97,6235.09万,0.85,7.34%,27.70,28.70,-0.78%,6.35%,29.51,4.47,0.87,0.26,1.34亿,33.63亿,5.61,1.02%,3353.17万,8.41亿,26.60,16.20,CNY
SZ000509,*ST华塑,1.02,1.02,1.02,41.56万手,0.97,0.97,0.92,4216.95万,2.58,5.03%,亏损,亏损,100.00%,5.15%,亏损,-7.85,-0.16,0.00,8.25亿,8.42亿,-0.13,0.00%,8.25亿,8.42亿,3.09,0.92,CNY
SH603536,惠发食品,14.50,14.50,16.25,86698手,13.60,14.77,13.29,1.22亿,0.74,14.39%,亏损,154.53,24.77%,6.09%,394.64,3.73,0.09,0.02,1.68亿,23.49亿,3.75,0.14%,6025.41万,8.42亿,25.10,9.12,CNY
SZ000587,*ST金洲,0.70,0.70,0.78,67182手,0.70,0.74,0.70,470.27万,0.13,0.55%,亏损,亏损,-100.00%,0.00%,亏损,23.33,-2.68,0.00,21.24亿,14.87亿,0.03,0.00%,12.13亿,8.49亿,3.00,0.70,CNY
SZ002909,集泰股份,11.49,11.20,12.41,43821手,11.17,11.28,10.15,4959.83万,2.40,5.85%,503.93,22.63,-9.03%,2.84%,22.19,3.66,0.50,0.30,1.67亿,18.95亿,3.10,2.66%,7489.66万,8.50亿,13.36,8.86,CNY
SZ000835,长城动漫,2.97,2.68,3.01,17.81万手,2.58,2.74,2.47,4955.43万,1.46,5.88%,亏损,亏损,-21.52%,14.23%,亏损,-2.58,-1.14,0.00,3.27亿,9.18亿,-1.09,0.00%,3.03亿,8.51亿,6.16,2.53,CNY
SZ300811,铂科新材,62.10,60.78,66.88,10940手,57.58,60.80,54.72,6507.01万,1.63,7.60%,98.92,44.80,-70.86%,7.43%,40.25,4.35,1.32,0.30,5760.00万,34.05亿,13.58,0.51%,1440.00万,8.51亿,107.87,31.46,CNY
SZ000585,*ST东电,1.40,1.40,1.40,15045手,1.40,1.33,1.26,210.64万,0.21,0.25%,亏损,亏损,100.00%,0.00%,亏损,-20.00,-0.04,0.00,8.73亿,12.23亿,-0.07,0.00%,6.09亿,8.53亿,2.47,1.12,CNY
SZ002323,*ST百特,2.72,2.65,2.84,14455手,2.65,2.70,2.57,388.59万,0.57,0.46%,亏损,亏损,45.49%,2.59%,亏损,27.00,-0.41,0.00,7.46亿,20.13亿,0.10,0.00%,3.18亿,8.58亿,4.26,1.38,CNY
SH603279,景津环保,22.83,22.68,24.97,55908手,21.12,22.70,20.43,1.22亿,0.62,13.80%,33.61,22.33,-40.61%,7.53%,20.68,3.12,0.96,1.20,4.00亿,85.41亿,6.84,5.62%,4050.00万,8.65亿,33.47,19.06,CNY
SZ002883,中设股份,19.80,19.80,21.79,20197手,18.92,19.81,17.83,3889.78万,1.21,4.46%,41.39,26.85,75.52%,4.44%,25.42,3.34,0.71,0.18,8690.60万,16.58亿,5.72,0.94%,4532.23万,8.65亿,24.66,16.88,CNY
SH603949,雪龙集团,23.12,20.79,23.12,69719手,20.49,21.02,18.92,1.54亿,1.00,18.61%,46.78,36.01,100.00%,12.51%,34.69,3.94,0.64,0.30,1.50亿,34.65亿,5.86,1.30%,3747.00万,8.66亿,31.83,14.96,CNY
SZ002915,中欣氟材,26.22,25.03,27.56,33511手,24.41,25.05,22.55,8413.92万,1.04,9.75%,110.60,亏损,-62.70%,7.23%,亏损,3.37,-0.37,0.00,1.42亿,35.92亿,7.49,0.00%,3437.00万,8.69亿,35.18,18.93,CNY
SZ002188,*ST巴士,3.76,3.59,3.77,21335手,3.45,3.59,3.41,765.51万,1.06,0.88%,亏损,2.09,-14.24%,8.64%,2.06,119.67,1.72,0.00,2.96亿,10.61亿,0.03,0.00%,2.42亿,8.70亿,5.67,2.55,CNY
SZ300808,久量股份,21.99,21.50,24.07,53086手,21.06,21.88,19.69,1.14亿,1.45,13.27%,65.36,44.17,-7.39%,4.25%,43.99,3.28,0.49,0.07,1.60亿,34.82亿,6.64,0.31%,4000.00万,8.70亿,37.50,13.25,CNY
SZ002359,*ST北讯,1.28,1.28,1.35,10.43万手,1.23,1.29,1.23,1285.40万,1.03,1.47%,亏损,亏损,-100.00%,3.88%,亏损,0.59,-2.42,0.00,10.87亿,13.37亿,2.07,0.00%,7.09亿,8.72亿,5.64,1.23,CNY
SZ002667,鞍重股份,6.28,6.10,6.75,17587手,6.06,6.14,5.53,1079.03万,1.15,1.24%,亏损,亏损,-64.59%,3.58%,130.63,1.85,-0.01,0.01,2.31亿,14.31亿,3.35,0.10%,1.42亿,8.76亿,9.44,5.42,CNY
SZ002209,达意隆,5.80,5.76,6.39,14926手,5.66,5.81,5.23,853.63万,0.39,0.97%,亏损,亏损,45.60%,2.41%,亏损,1.84,-0.17,0.00,1.95亿,11.09亿,3.08,0.00%,1.55亿,8.78亿,8.67,5.32,CNY
SH603725,天安新材,6.75,6.70,7.39,22136手,6.55,6.72,6.05,1474.29万,0.95,1.68%,亏损,532.11,-29.06%,2.98%,211.70,1.72,0.01,0.10,2.05亿,13.76亿,3.90,1.49%,1.32亿,8.81亿,8.78,5.58,CNY
SZ300716,国立科技,10.20,10.00,11.40,19.07万手,9.32,10.36,9.32,1.83亿,2.66,20.12%,亏损,亏损,-100.00%,8.49%,57.45,1.84,-0.10,0.03,1.60亿,14.91亿,5.06,0.31%,9477.00万,8.83亿,16.73,7.89,CNY
SZ000679,*ST友谊,2.51,2.44,2.59,35837手,2.41,2.47,2.35,886.41万,1.17,1.01%,亏损,亏损,60.34%,4.05%,亏损,1.63,-0.93,0.00,3.56亿,8.84亿,1.52,0.00%,3.56亿,8.84亿,4.74,2.35,CNY
SH603848,好太太,12.79,12.71,14.05,11724手,12.46,12.77,11.49,1476.35万,1.06,1.65%,63.70,20.13,64.31%,2.58%,17.89,3.37,0.62,0.25,4.01亿,50.00亿,3.70,2.00%,7110.50万,8.87亿,21.89,11.12,CNY
SZ300611,美力科技,7.80,7.71,8.51,11275手,7.55,7.74,6.97,864.05万,1.79,0.98%,亏损,182.55,-19.35%,3.23%,76.41,2.23,0.04,0.05,1.79亿,13.81亿,3.47,0.65%,1.15亿,8.89亿,12.65,7.43,CNY
SZ300670,大烨智能,6.59,6.58,7.17,20878手,6.33,6.52,5.87,1341.46万,1.30,1.49%,亏损,81.93,-56.09%,3.99%,59.29,2.33,0.08,0.00,3.16亿,20.03亿,2.72,0.00%,1.40亿,8.90亿,11.80,6.33,CNY
SH603278,大业股份,7.64,7.58,8.33,16711手,7.40,7.57,6.81,1249.65万,0.93,1.39%,亏损,21.04,6.44%,3.17%,14.15,1.35,0.35,0.16,2.90亿,21.54亿,5.52,2.15%,1.20亿,8.91亿,13.86,7.13,CNY
SZ300650,太龙照明,17.22,16.18,17.44,42247手,15.65,15.85,14.27,6947.75万,3.65,7.82%,亏损,43.88,-44.78%,9.91%,34.25,3.40,0.38,0.12,1.07亿,17.71亿,4.86,0.73%,5403.55万,8.92亿,21.98,12.83,CNY
SZ002921,联诚精密,18.60,18.42,20.38,7020手,18.20,18.53,16.68,1293.45万,0.59,1.45%,24.30,31.72,45.72%,2.16%,31.92,2.08,0.58,0.30,8000.00万,14.78亿,8.89,1.62%,4827.50万,8.92亿,22.26,14.11,CNY
SZ002766,*ST索菱,3.05,2.76,3.05,63853手,2.76,2.90,2.76,1819.49万,1.96,2.18%,亏损,24.18,100.00%,10.00%,165.25,2.42,0.13,0.00,4.22亿,12.86亿,1.26,0.00%,2.93亿,8.93亿,5.94,1.93,CNY
SZ300313,天山生物,5.08,4.86,5.68,96532手,4.79,5.16,4.64,4735.02万,1.22,5.24%,亏损,亏损,51.68%,5.62%,亏损,11.02,-0.18,0.00,3.13亿,15.18亿,0.44,0.00%,1.84亿,8.93亿,8.87,4.08,CNY
SZ002963,豪尔赛,23.96,23.96,26.20,7767手,23.47,23.82,21.44,1838.38万,0.91,2.07%,81.33,24.70,-30.52%,2.06%,16.62,2.17,0.97,0.15,1.50亿,35.86亿,10.98,0.63%,3759.00万,8.97亿,45.35,22.74,CNY
SH603161,科华控股,13.30,13.21,14.64,12058手,12.95,13.31,11.98,1577.47万,0.60,1.74%,24.66,22.77,12.61%,2.63%,20.96,1.32,0.57,0.00,1.33亿,17.28亿,9.79,0.00%,6940.00万,8.99亿,16.45,11.43,CNY
SZ002072,*ST凯瑞,5.22,5.15,5.41,39920手,4.90,5.15,4.89,2013.67万,1.18,2.27%,101.54,62.06,-47.21%,6.21%,106.12,34.33,0.08,0.00,1.76亿,9.06亿,0.15,0.00%,1.76亿,9.06亿,6.60,4.15,CNY
SH603217,元利科技,40.68,40.28,44.45,4914手,39.61,40.41,36.37,1961.88万,0.73,2.16%,32.41,30.04,64.29%,2.65%,26.63,2.33,1.33,0.60,9104.00万,36.30亿,17.13,1.50%,2276.00万,9.07亿,87.00,37.01,CNY
SH600701,*ST工新,--,--,1.23,--,--,1.17,1.11,--,--,--,亏损,亏损,0.00%,--,亏损,-0.30,-3.69,0.00,10.35亿,12.11亿,-3.95,0.00%,7.76亿,9.08亿,3.05,1.06,CNY
SH600243,*ST海华,2.17,2.05,2.17,32609手,2.05,2.07,1.97,685.78万,1.38,0.74%,亏损,亏损,-1.18%,5.80%,亏损,0.84,-0.96,0.00,4.39亿,9.08亿,2.47,0.00%,4.39亿,9.08亿,5.75,2.05,CNY
SZ002086,ST东海洋,1.74,1.70,1.76,21.54万手,1.66,1.68,1.60,3663.38万,1.53,3.96%,8.36,亏损,-62.37%,4.76%,亏损,0.68,-1.21,0.00,7.56亿,12.63亿,2.44,0.00%,5.44亿,9.09亿,4.34,1.60,CNY
SH603115,海星股份,18.03,18.00,19.93,16264手,17.47,18.12,16.31,2880.21万,0.83,3.13%,36.62,32.64,-21.00%,3.09%,30.42,2.83,0.54,0.75,2.08亿,36.63亿,6.23,4.26%,5200.00万,9.16亿,31.10,14.66,CNY
SZ300588,熙菱信息,8.88,8.83,9.67,17094手,8.66,8.79,7.91,1494.66万,1.14,1.63%,亏损,517.67,70.51%,2.50%,159.00,3.62,0.02,0.01,1.63亿,14.25亿,2.41,0.07%,1.05亿,9.16亿,14.65,7.97,CNY
SH603733,仙鹤股份,14.99,14.87,16.45,21451手,14.60,14.95,13.46,3170.76万,0.92,3.46%,21.62,17.78,65.10%,2.61%,20.56,2.43,0.83,0.40,6.12亿,90.45亿,6.08,2.71%,6200.00万,9.16亿,17.31,12.35,CNY
SH600462,*ST九有,1.80,1.79,1.85,55352手,1.71,1.76,1.67,966.45万,1.18,1.04%,亏损,亏损,-22.11%,5.11%,亏损,-28.67,-0.07,0.00,5.34亿,9.18亿,-0.06,0.00%,5.34亿,9.18亿,1.94,1.02,CNY
SH600311,*ST荣华,1.42,1.36,1.44,18.60万手,1.35,1.37,1.30,2578.85万,0.81,2.79%,亏损,亏损,-16.47%,5.11%,亏损,1.48,-0.14,0.00,6.66亿,9.19亿,0.93,0.00%,6.66亿,9.19亿,5.60,1.34,CNY
SH603335,迪生力,4.57,4.57,5.06,14.53万手,4.43,4.60,4.14,6542.95万,1.19,7.15%,18.09,58.99,-36.87%,3.04%,213.10,3.27,0.08,0.02,4.28亿,19.35亿,1.38,0.44%,2.03亿,9.19亿,6.03,3.81,CNY
SH600083,*ST博信,4.05,4.05,4.47,3992手,4.05,4.26,4.05,161.68万,0.05,0.18%,亏损,亏损,-100.00%,0.00%,亏损,-202.50,-0.19,0.00,2.30亿,9.32亿,-0.02,0.00%,2.28亿,9.23亿,30.65,4.05,CNY
SZ300810,中科海讯,48.30,47.70,52.54,9163手,46.43,47.76,42.98,4340.61万,0.82,4.65%,354.70,60.71,-0.57%,3.92%,45.20,3.71,0.77,0.09,7870.00万,36.98亿,12.67,0.20%,1970.00万,9.26亿,101.11,29.52,CNY
SH603967,中创物流,14.08,13.89,15.28,16018手,13.80,13.89,12.50,2227.40万,0.95,2.40%,25.86,18.44,-67.52%,2.02%,18.69,1.91,0.75,0.75,2.67亿,37.09亿,7.27,5.39%,6666.67万,9.27亿,24.77,11.99,CNY
SZ300813,泰林生物,71.39,69.61,71.39,18923手,68.11,64.90,58.41,1.33亿,1.14,14.56%,126.24,101.06,100.00%,5.05%,107.83,8.54,0.71,0.60,5197.00万,37.10亿,8.36,0.84%,1300.00万,9.28亿,91.25,24.22,CNY
SH603055,台华新材,6.58,6.50,7.08,44719手,6.39,6.44,5.80,2898.64万,0.82,3.17%,71.88,31.72,-80.43%,2.95%,25.75,1.94,0.21,0.08,7.67亿,50.45亿,3.40,1.22%,1.41亿,9.28亿,8.65,5.44,CNY
SZ002957,科瑞技术,23.53,23.44,25.71,14229手,22.59,23.37,21.03,3263.13万,0.87,3.47%,2026.37,42.17,64.32%,4.02%,35.48,3.99,0.54,0.20,4.10亿,92.87亿,5.68,0.88%,4100.00万,9.29亿,45.59,18.12,CNY
SH603396,金辰股份,21.90,21.85,23.85,18521手,21.05,21.68,19.51,3974.31万,0.69,4.19%,36.60,43.13,-19.55%,3.92%,37.10,2.37,0.49,0.18,1.06亿,22.31亿,8.91,0.85%,4419.68万,9.32亿,30.90,16.63,CNY
SZ002718,友邦吊顶,14.24,13.88,15.28,20576手,13.78,13.89,12.50,2881.90万,1.44,3.10%,亏损,27.23,-26.08%,3.31%,19.16,1.49,0.52,0.15,1.31亿,18.48亿,9.42,1.07%,6639.37万,9.33亿,21.71,12.38,CNY
SZ300553,集智股份,33.80,33.40,36.53,1525手,32.91,33.21,29.89,507.77万,0.99,0.54%,亏损,94.24,20.41%,2.68%,76.22,4.73,0.35,0.00,4800.00万,15.90亿,7.00,0.00%,2821.63万,9.35亿,45.98,31.75,CNY
SZ300797,钢研纳克,15.22,14.77,16.23,70556手,14.03,14.75,13.28,1.03亿,1.01,11.37%,亏损,72.51,-24.62%,8.07%,54.21,5.26,0.21,0.03,2.48亿,37.48亿,2.87,0.18%,6205.00万,9.37亿,31.19,5.40,CNY
SZ002871,伟隆股份,17.13,16.74,18.61,27391手,16.50,16.92,15.23,4607.64万,0.68,4.88%,48.35,39.63,-35.84%,3.72%,36.83,2.94,0.42,0.45,1.17亿,19.52亿,5.68,2.69%,5611.36万,9.38亿,25.88,15.10,CNY
SZ300508,维宏股份,23.05,22.85,24.92,4964手,22.45,22.65,20.39,1128.95万,0.79,1.20%,亏损,亏损,-68.67%,2.65%,31.37,4.07,-0.30,0.06,9091.20万,20.66亿,5.58,0.28%,4132.62万,9.39亿,41.00,21.01,CNY
SZ300283,温州宏丰,4.05,4.05,4.46,20191手,3.95,4.05,3.65,805.78万,1.18,0.85%,亏损,106.64,-29.96%,2.47%,63.01,2.72,0.04,0.01,4.14亿,16.45亿,1.46,0.33%,2.37亿,9.40亿,6.15,3.54,CNY
SZ002052,*ST同洲,1.26,1.20,1.26,20.94万手,1.19,1.20,1.14,2600.14万,0.95,2.81%,亏损,亏损,100.00%,5.83%,亏损,2.47,-0.31,0.00,7.46亿,9.40亿,0.51,0.00%,7.46亿,9.40亿,5.49,1.15,CNY
SZ300517,海波重科,16.01,15.95,17.61,17790手,15.20,16.01,14.41,2754.38万,1.52,2.90%,73.31,93.94,-15.52%,5.06%,63.94,2.25,0.16,0.02,1.07亿,16.34亿,6.82,0.16%,6140.22万,9.40亿,17.33,13.00,CNY
SZ300312,邦讯技术,4.72,4.61,5.14,73539手,4.54,4.67,4.20,3416.83万,0.93,3.65%,亏损,222.78,-3.34%,3.85%,292.87,-5.21,0.02,0.00,3.20亿,15.01亿,-0.90,0.00%,2.01亿,9.45亿,8.49,4.39,CNY
SZ002971,和远气体,23.68,22.33,24.78,49565手,21.53,22.53,20.28,1.12亿,1.21,12.39%,88.22,48.72,-50.11%,9.54%,44.82,3.73,0.49,0.00,1.60亿,37.89亿,6.35,0.00%,4000.00万,9.47亿,36.98,12.98,CNY
SZ000752,*ST西发,3.69,3.69,3.87,6707手,3.58,3.69,3.51,243.10万,1.09,0.25%,亏损,亏损,-4.97%,2.98%,亏损,72.00,-1.27,0.00,2.64亿,9.50亿,0.05,0.00%,2.64亿,9.50亿,5.49,3.48,CNY
SZ300805,电声股份,23.90,23.90,26.10,41264手,22.23,23.73,21.36,9421.13万,0.49,9.75%,亏损,47.23,-40.10%,7.04%,43.09,6.00,0.48,0.10,4.23亿,95.02亿,3.74,0.45%,4233.00万,9.50亿,44.07,12.24,CNY
SH603389,*ST亚振,3.66,3.64,3.78,8416手,3.61,3.60,3.42,305.67万,0.69,0.32%,69.66,亏损,-18.53%,1.39%,亏损,1.44,-0.37,0.00,2.63亿,9.51亿,2.51,0.00%,2.63亿,9.51亿,8.41,3.45,CNY
SZ002905,金逸影视,10.35,9.88,10.82,13.75万手,9.70,9.84,8.86,1.38亿,3.35,14.61%,亏损,亏损,5.26%,6.61%,35.94,2.10,-0.21,0.04,3.76亿,38.31亿,4.84,0.35%,9408.00万,9.58亿,29.13,8.31,CNY
SZ002895,川恒股份,11.03,10.98,12.10,24211手,10.66,11.00,9.90,2618.38万,1.01,2.72%,43.48,21.87,30.90%,3.36%,24.31,2.17,0.49,0.30,4.08亿,43.86亿,4.96,2.79%,8904.20万,9.58亿,14.79,9.50,CNY
SZ300592,华凯创意,10.38,10.36,11.35,9247手,10.09,10.32,9.29,940.46万,1.09,0.97%,亏损,193.27,-88.59%,2.81%,154.88,2.45,0.05,0.00,1.22亿,12.36亿,4.12,0.00%,9515.05万,9.61亿,14.86,8.56,CNY
SZ300501,海顺新材,11.66,11.63,12.71,7896手,11.21,11.55,10.40,896.46万,0.66,0.93%,30.79,27.66,55.12%,3.90%,26.39,2.45,0.41,0.05,1.57亿,17.67亿,4.61,0.44%,8520.37万,9.62亿,15.80,10.21,CNY
SZ002629,*ST仁智,2.96,2.89,3.08,37274手,2.79,2.93,2.78,1060.15万,0.61,1.08%,亏损,38.32,3.15%,5.80%,37.26,23.33,0.07,0.00,4.12亿,11.53亿,0.12,0.00%,3.44亿,9.64亿,3.80,1.40,CNY
SZ300535,达威股份,11.70,11.60,12.84,8431手,11.45,11.67,10.50,976.26万,0.89,1.00%,亏损,50.15,-81.10%,2.14%,30.45,1.60,0.23,0.08,1.04亿,11.99亿,7.19,0.70%,8399.04万,9.66亿,15.88,10.95,CNY
SZ002893,华通热力,11.88,11.85,13.02,33760手,11.50,11.84,10.66,3927.21万,0.51,4.04%,3.74,31.86,10.96%,3.21%,39.14,2.43,0.36,0.10,1.60亿,18.50亿,4.77,0.86%,8364.25万,9.69亿,16.90,9.27,CNY
SZ002973,侨银环保,24.64,24.53,26.82,32170手,23.44,24.38,21.94,7683.51万,0.81,7.87%,27.92,51.62,-54.51%,4.92%,73.74,8.46,0.46,0.03,4.09亿,96.85亿,2.80,0.14%,4089.00万,9.69亿,29.20,6.89,CNY
SZ300062,中能电气,5.25,5.16,5.72,46737手,5.10,5.20,4.68,2420.17万,0.67,2.47%,亏损,亏损,42.38%,2.88%,60.28,2.08,-0.04,0.02,3.08亿,15.80亿,2.46,0.39%,1.89亿,9.71亿,9.14,4.35,CNY
SZ002076,*ST雪莱,1.75,1.71,1.83,81590手,1.69,1.74,1.65,1400.56万,0.56,1.46%,亏损,亏损,-14.41%,3.45%,亏损,-9.16,-0.78,0.00,7.64亿,13.30亿,-0.19,0.00%,5.59亿,9.73亿,3.71,1.53,CNY
SZ300742,越博动力,22.78,22.38,24.51,14847手,22.03,22.28,20.05,3348.66万,0.89,3.46%,86.78,亏损,-5.15%,3.37%,亏损,4.96,-10.44,0.00,7849.86万,17.79亿,4.57,0.00%,4294.15万,9.73亿,36.30,17.49,CNY
SZ300703,创源文化,9.66,9.66,10.62,34189手,9.30,9.65,8.69,3232.25万,1.01,3.34%,亏损,17.52,29.17%,3.73%,14.73,2.45,0.54,0.30,1.83亿,17.38亿,3.88,3.15%,1.02亿,9.74亿,16.79,8.74,CNY
SZ300680,隆盛科技,14.30,14.00,14.89,17.43万手,12.94,13.54,12.19,2.36亿,1.87,23.26%,170.68,60.23,89.45%,10.04%,57.93,3.17,0.22,0.06,1.34亿,17.40亿,4.11,0.43%,7493.11万,9.75亿,15.82,9.85,CNY
